attempted_iteration,successful_optimizer_steps,processed_kimg,loss,grad_scale,step_skipped,schedule,stage,next_loop_cur_tick,loss_ema,loss_reference,correction,signal_updates,adaptive_active,r_over_t_mean,gap_mean,seconds,peak_vram_mib
37,28,4.736000,29.37071252,128,false,adaptive_v1,0,1,23.8251805733,16.2829611748,-0.0181624537465,9,1,0.967716894555,0.0322831054451,38.696503,2564.327424
38,29,4.864000,30.00367880,128,false,adaptive_v1,0,1,23.8251805733,16.2829611748,-0.0181624537465,9,1,0.967249307036,0.0327506929643,39.456903,2564.327424
39,30,4.992000,30.26904106,128,false,adaptive_v1,0,1,23.8251805733,16.2829611748,-0.0181624537465,9,1,0.967669225878,0.032330774122,40.294499,2564.327424
40,31,5.120000,28.23288894,128,false,adaptive_v1,0,1,24.3895705489,16.2829611748,-0.0191698664903,10,1,0.968117716187,0.0318822838133,41.181470,2564.327424
41,32,5.248000,35.07874584,128,false,adaptive_v1,0,1,24.3895705489,16.2829611748,-0.0191698664903,10,1,0.965306273882,0.0346937261179,41.985244,2564.327424
42,33,5.376000,32.00800824,128,false,adaptive_v1,0,1,24.3895705489,16.2829611748,-0.0191698664903,10,1,0.9662270515,0.0337729485002,42.768482,2564.327424
43,34,5.504000,31.37107873,128,false,adaptive_v1,0,1,25.2325412545,16.2829611748,-0.0205998967013,11,1,0.965961528337,0.0340384716634,43.584651,2564.327424
44,35,5.632000,30.98685336,128,false,adaptive_v1,0,1,25.2325412545,16.2829611748,-0.0205998967013,11,1,0.965019897056,0.0349801029443,44.335705,2564.327424
45,36,5.760000,32.62800932,128,false,adaptive_v1,0,1,25.2325412545,16.2829611748,-0.0205998967013,11,1,0.964417121556,0.0355828784442,45.092355,2564.327424
46,37,5.888000,27.22377253,128,false,adaptive_v1,0,1,25.2325412545,16.2829611748,-0.0205998967013,11,1,0.965727198756,0.0342728012436,45.865832,2564.327424
47,38,6.016000,29.12967920,128,false,adaptive_v1,0,1,25.7084949892,16.2829611748,-0.0213696322125,12,1,0.965479153753,0.0345208462471,46.622279,2564.327424
48,39,6.144000,29.90801287,128,false,adaptive_v1,0,1,25.7084949892,16.2829611748,-0.0213696322125,12,1,0.964206238418,0.0357937615824,47.379015,2564.327424
49,40,6.272000,28.61951351,128,false,adaptive_v1,0,1,25.7084949892,16.2829611748,-0.0213696322125,12,1,0.964475101559,0.0355248984405,48.124862,2564.327424
50,41,6.400000,32.24788833,128,false,adaptive_v1,0,1,25.7084949892,16.2829611748,-0.0213696322125,12,1,0.963821062592,0.0361789374083,48.880661,2564.327424
